L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
2404482,134520,9547,1,39.00,60626.28,0.09,0.03,N,O,1995-12-08,1995-11-12,1996-01-01,"DELIVER IN PERSON",FOB,"uriously. p"
2404482,62504,23,2,13.00,19064.50,0.07,0.00,N,O,1995-11-28,1995-12-01,1995-12-20,"DELIVER IN PERSON",FOB," furiously bold"
2404482,102130,4641,3,27.00,30567.51,0.05,0.07,N,O,1996-01-22,1995-11-17,1996-01-29,"COLLECT COD",SHIP,"ly bold foxe"
2404482,83469,8486,4,22.00,31954.12,0.03,0.02,N,O,1995-11-12,1995-11-16,1995-11-27,"DELIVER IN PERSON",TRUCK,"rave deposits above the pending accoun"
2404483,34854,9861,1,18.00,32199.30,0.04,0.05,N,O,1997-03-19,1997-05-18,1997-04-06,"TAKE BACK RETURN","REG AIR","ely. furiously unusual Tiresias ab"
2404483,187973,7974,2,30.00,61829.10,0.00,0.02,N,O,1997-07-10,1997-05-02,1997-07-12,"TAKE BACK RETURN","REG AIR","ronic deposi"
2404484,147571,86,1,35.00,56649.95,0.01,0.01,N,O,1998-03-23,1998-02-11,1998-04-11,"TAKE BACK RETURN",FOB,"fily final foxes. fluffy "
2404484,16736,1739,2,19.00,31401.87,0.07,0.00,N,O,1997-12-09,1998-01-25,1997-12-23,"TAKE BACK RETURN",SHIP,"s sleep blithely. even pa"
2404484,66332,1345,3,11.00,14281.63,0.00,0.07,N,O,1998-03-02,1998-01-12,1998-03-31,NONE,AIR,"al courts wake express,"
2404484,28863,3868,4,28.00,50172.08,0.06,0.08,N,O,1998-03-11,1997-12-28,1998-03-30,"DELIVER IN PERSON",RAIL," the careful"
2404485,24007,9012,1,34.00,31654.00,0.06,0.00,N,O,1997-03-15,1997-05-09,1997-04-05,"DELIVER IN PERSON",SHIP,"es. furiously iro"
2404485,79273,9274,2,49.00,61361.23,0.07,0.04,N,O,1997-04-10,1997-04-10,1997-04-13,"DELIVER IN PERSON",FOB," use furiously slyly even pearls. flu"
2404485,137128,7129,3,45.00,52430.40,0.06,0.03,N,O,1997-05-21,1997-04-24,1997-06-16,"COLLECT COD",RAIL,"uests. ironic"
2404486,120923,924,1,16.00,31102.72,0.09,0.00,A,F,1993-07-29,1993-07-06,1993-08-11,"DELIVER IN PERSON",FOB,"lites. furiously even notornis "
2404486,147877,5420,2,48.00,92393.76,0.10,0.05,R,F,1993-07-09,1993-07-03,1993-07-18,"DELIVER IN PERSON",MAIL,"dle pinto beans after t"
2404486,165489,522,3,27.00,41970.96,0.01,0.07,R,F,1993-07-16,1993-07-13,1993-08-06,NONE,MAIL,"p above the furiously even pla"
2404486,173016,5534,4,42.00,45738.42,0.09,0.03,R,F,1993-07-12,1993-07-19,1993-07-16,NONE,AIR,"es haggle slyly across the flu"
2404486,66750,4269,5,9.00,15450.75,0.07,0.00,R,F,1993-07-30,1993-07-27,1993-08-01,"TAKE BACK RETURN",MAIL,"accounts wake slyly after the quickl"
2404487,142928,5443,1,41.00,80807.72,0.02,0.00,A,F,1993-09-14,1993-11-03,1993-09-22,"TAKE BACK RETURN",RAIL," excuses haggle a"
2404487,187992,511,2,34.00,70719.66,0.04,0.02,A,F,1993-11-06,1993-10-18,1993-11-26,"DELIVER IN PERSON",AIR,"nic excuses. even excus"
2404487,175608,643,3,38.00,63976.80,0.05,0.00,R,F,1993-10-16,1993-10-18,1993-10-19,"TAKE BACK RETURN","REG AIR","lyly regular pi"
2404487,29806,2309,4,37.00,64224.60,0.09,0.05,A,F,1993-09-10,1993-09-29,1993-10-09,"TAKE BACK RETURN",AIR,"carefully! evenly final accoun"
2404487,146287,1316,5,49.00,65330.72,0.09,0.03,R,F,1993-12-04,1993-09-19,1993-12-22,"DELIVER IN PERSON",RAIL,"press courts after the quick"
2404512,150650,5681,1,9.00,15305.85,0.03,0.07,A,F,1992-05-14,1992-04-03,1992-05-15,NONE,RAIL,"bove the carefully express asymptotes. depo"
2404512,165163,5164,2,49.00,60179.84,0.05,0.01,A,F,1992-03-24,1992-03-22,1992-04-22,"COLLECT COD",FOB," instructions. final, enticing pinto bea"
2404512,92724,2725,3,9.00,15450.48,0.04,0.00,R,F,1992-05-16,1992-03-20,1992-06-08,"DELIVER IN PERSON",FOB,"ly unusual reques"
2404512,8899,6400,4,14.00,25310.46,0.06,0.04,A,F,1992-04-25,1992-03-29,1992-04-28,"TAKE BACK RETURN",SHIP," ironic pinto beans wake acco"
2404512,163307,8340,5,21.00,28776.30,0.05,0.08,R,F,1992-04-04,1992-05-03,1992-04-29,"COLLECT COD",SHIP,"xcuses. final asymptotes hinde"
2404512,92528,7547,6,8.00,12164.16,0.04,0.06,R,F,1992-05-25,1992-03-22,1992-06-24,"DELIVER IN PERSON","REG AIR","eodolites. bold ideas detect. deposi"
2404512,102653,2654,7,13.00,21523.45,0.02,0.07,R,F,1992-03-22,1992-05-03,1992-03-24,"DELIVER IN PERSON",MAIL,"excuses cajole carefully against the bol"
2404513,77321,2336,1,5.00,6491.60,0.06,0.03,A,F,1992-10-23,1992-11-27,1992-10-30,"DELIVER IN PERSON",RAIL,"sits. blithely re"
2404513,126408,1433,2,21.00,30122.40,0.09,0.00,R,F,1993-02-04,1992-12-22,1993-03-04,"COLLECT COD",AIR," ironic packages. pending dependencies a"
2404513,137882,5422,3,2.00,3839.76,0.02,0.02,A,F,1992-12-29,1992-12-11,1993-01-07,"TAKE BACK RETURN",AIR,"usual pains among the req"
2404513,170983,3501,4,43.00,88321.14,0.00,0.01,A,F,1993-01-19,1992-11-29,1993-02-10,"TAKE BACK RETURN",RAIL,"ix-- blithely "
2404514,10801,8305,1,43.00,73607.40,0.05,0.01,R,F,1994-01-20,1993-12-25,1994-02-13,NONE,TRUCK," deposits haggle carefully. fluffily f"
2404514,118567,1079,2,17.00,26954.52,0.00,0.03,A,F,1994-01-23,1994-02-17,1994-02-19,"DELIVER IN PERSON",TRUCK,"tes hang fluffily regular theo"
2404514,143653,1196,3,48.00,81439.20,0.02,0.03,A,F,1994-01-21,1993-12-28,1994-02-17,"COLLECT COD",RAIL,"eas cajole. silent escap"
2404514,172187,2188,4,3.00,3777.54,0.02,0.07,R,F,1993-12-01,1993-12-20,1993-12-22,"COLLECT COD",RAIL,"about the furiously express fo"
2404514,140488,489,5,38.00,58082.24,0.03,0.02,R,F,1994-02-14,1993-12-27,1994-03-12,"COLLECT COD",RAIL,"ronic ideas. ironic theodolites ar"
2404514,169390,4423,6,15.00,21890.85,0.03,0.07,A,F,1994-02-02,1994-01-14,1994-02-08,"TAKE BACK RETURN",SHIP," regular accounts. carefully b"
2404514,125847,872,7,31.00,58058.04,0.05,0.02,R,F,1994-03-11,1994-01-02,1994-03-15,"TAKE BACK RETURN",TRUCK,"ts cajole slyly above the "
2404515,105693,8204,1,8.00,13589.52,0.02,0.00,N,O,1996-06-28,1996-06-13,1996-06-30,"TAKE BACK RETURN",AIR,"l instructions sleep "
2404515,180546,547,2,30.00,48796.20,0.07,0.01,N,O,1996-06-23,1996-07-13,1996-07-12,NONE,"REG AIR","ter the asymptotes haggle slyly blithely "
2404515,30162,163,3,41.00,44778.56,0.07,0.01,N,O,1996-07-04,1996-05-24,1996-07-10,"TAKE BACK RETURN",RAIL,"lar instructions. final requ"
2404515,117398,9910,4,1.00,1415.39,0.09,0.08,N,O,1996-04-23,1996-07-15,1996-05-09,"DELIVER IN PERSON",AIR,"busy deposits sleep alongsid"
2404516,156859,6860,1,22.00,42148.70,0.03,0.01,A,F,1992-04-20,1992-05-05,1992-05-20,"TAKE BACK RETURN",TRUCK," excuses across the final pains "
2404516,122223,4736,2,41.00,51054.02,0.10,0.08,A,F,1992-06-17,1992-05-10,1992-07-01,"DELIVER IN PERSON",MAIL,"ffily. blithely ir"
2404516,195342,2900,3,42.00,60368.28,0.06,0.06,A,F,1992-06-26,1992-06-12,1992-07-08,"TAKE BACK RETURN",MAIL," ironic foxes. si"
2404517,104762,9783,1,11.00,19434.36,0.01,0.02,R,F,1992-07-29,1992-08-21,1992-08-25,"COLLECT COD",AIR,"s are after the fluffily ironic request"
2404517,120574,3087,2,28.00,44647.96,0.04,0.00,R,F,1992-07-15,1992-08-23,1992-08-07,NONE,SHIP,"ully fluffily final foxes. furiously ironi"
2404517,86651,1668,3,35.00,57317.75,0.00,0.00,R,F,1992-10-07,1992-08-17,1992-10-14,NONE,RAIL,"nag after the carefully regular plat"
2404517,142569,112,4,33.00,53181.48,0.00,0.05,R,F,1992-08-12,1992-09-07,1992-09-10,"TAKE BACK RETURN",RAIL,". bold instructions nag among the quickly "
2404517,155744,5745,5,45.00,80988.30,0.07,0.05,R,F,1992-09-24,1992-08-13,1992-09-29,"TAKE BACK RETURN","REG AIR"," above the blithely express packages."
2404517,188941,6496,6,8.00,16239.52,0.04,0.02,R,F,1992-07-07,1992-08-06,1992-07-21,NONE,AIR,"hin, final deposit"
2404518,45796,3309,1,35.00,60962.65,0.09,0.01,N,O,1998-11-04,1998-09-21,1998-11-26,"TAKE BACK RETURN","REG AIR","ironic accounts! dependencies ac"
2404518,81715,6732,2,39.00,66171.69,0.06,0.01,N,O,1998-09-12,1998-08-12,1998-09-16,NONE,AIR,"ges. regular instructions cajol"
2404518,177931,7932,3,32.00,64285.76,0.01,0.06,N,O,1998-11-03,1998-08-27,1998-12-03,"TAKE BACK RETURN","REG AIR","ly ironic deposits wake. s"
2404518,70483,484,4,27.00,39243.96,0.01,0.00,N,O,1998-08-05,1998-08-09,1998-08-20,NONE,SHIP,"ly quickly silent requests. furiously spe"
2404518,3309,8310,5,33.00,40005.90,0.07,0.08,N,O,1998-10-01,1998-09-28,1998-10-02,"DELIVER IN PERSON","REG AIR","r dolphins ser"
2404518,2540,2541,6,42.00,60586.68,0.04,0.02,N,O,1998-08-07,1998-10-02,1998-08-20,NONE,SHIP,"final requests engage blithely?"
2404519,132162,2163,1,49.00,58513.84,0.01,0.05,A,F,1994-12-16,1994-11-15,1994-12-19,"TAKE BACK RETURN",SHIP,"efully regular packages"
2404519,41242,6251,2,48.00,56795.52,0.10,0.04,A,F,1994-10-10,1994-10-18,1994-10-17,"COLLECT COD",RAIL," slyly unusual depo"
2404519,151062,6093,3,22.00,24487.32,0.07,0.06,R,F,1994-12-26,1994-10-20,1995-01-22,NONE,MAIL,"eep according to the carefully pen"
2404519,98154,8155,4,12.00,13825.80,0.03,0.00,R,F,1994-11-08,1994-10-22,1994-11-21,"TAKE BACK RETURN","REG AIR","ily against the "
2404519,68658,6177,5,27.00,43919.55,0.02,0.05,A,F,1994-11-17,1994-11-04,1994-11-18,"DELIVER IN PERSON",AIR,"o the enticing account"
2404519,134687,7201,6,27.00,46485.36,0.07,0.03,R,F,1994-10-26,1994-11-15,1994-11-25,NONE,MAIL,"uffily. slyly even ideas boost. quickly r"
2404519,74401,9416,7,21.00,28883.40,0.06,0.03,A,F,1994-10-27,1994-11-05,1994-10-28,NONE,FOB,"st blithely ironic req"
2404544,56343,1354,1,3.00,3898.02,0.05,0.07,N,O,1995-06-28,1995-06-17,1995-07-03,NONE,TRUCK,"uests sleep across the "
2404544,141653,4168,2,14.00,23725.10,0.04,0.08,R,F,1995-05-10,1995-06-27,1995-05-14,"COLLECT COD","REG AIR","nally ironic courts sleep blithely"
2404544,160004,2521,3,19.00,20216.00,0.02,0.06,R,F,1995-05-09,1995-07-16,1995-05-14,"COLLECT COD",SHIP,"special platelets after the quickly f"
2404544,171619,4137,4,12.00,20287.32,0.00,0.05,A,F,1995-06-02,1995-07-27,1995-06-06,NONE,SHIP,"g theodolites wake. bl"
2404544,194851,9890,5,38.00,73942.30,0.05,0.00,N,F,1995-06-14,1995-06-10,1995-06-21,"COLLECT COD",MAIL,"le blithel"
2404545,55660,3176,1,49.00,79167.34,0.07,0.06,A,F,1995-05-09,1995-03-12,1995-05-16,NONE,FOB,"ual pinto beans "
2404545,60935,936,2,39.00,73941.27,0.07,0.03,N,F,1995-06-04,1995-04-04,1995-06-21,"COLLECT COD",RAIL,"inal packages sleep even, special request"
2404545,121826,6851,3,27.00,49891.14,0.08,0.03,R,F,1995-02-10,1995-05-07,1995-03-07,"COLLECT COD","REG AIR","dolphins haggle car"
2404545,118663,8664,4,29.00,48768.14,0.01,0.02,R,F,1995-04-22,1995-04-13,1995-05-13,"TAKE BACK RETURN",FOB,"o beans sleep blithe"
2404546,294,7795,1,20.00,23885.80,0.03,0.01,A,F,1993-10-06,1993-08-18,1993-10-17,"COLLECT COD","REG AIR","uffily special excuses-- furiously "
2404546,135321,2861,2,45.00,61034.40,0.03,0.05,A,F,1993-07-25,1993-08-20,1993-08-01,"COLLECT COD","REG AIR","ge blithely agai"
2404546,139664,9665,3,7.00,11925.62,0.00,0.02,A,F,1993-07-19,1993-07-26,1993-08-03,NONE,SHIP,"s cajole fluffily ac"
2404546,125145,7658,4,14.00,16381.96,0.08,0.05,R,F,1993-08-02,1993-08-31,1993-08-28,"TAKE BACK RETURN",RAIL," furiously express accounts. caref"
2404546,107032,2053,5,30.00,31170.90,0.02,0.01,R,F,1993-09-07,1993-08-02,1993-09-21,"DELIVER IN PERSON","REG AIR","pinto beans wake fluffily above the blithel"
2404546,72340,2341,6,32.00,41994.88,0.03,0.08,A,F,1993-09-22,1993-08-11,1993-10-06,NONE,"REG AIR","er the regular packages. blithely even "
2404547,10257,5260,1,13.00,15174.25,0.02,0.07,N,O,1996-03-06,1996-03-26,1996-03-20,"COLLECT COD",TRUCK,"fully final deposits hinder"
2404547,176641,6642,2,5.00,8588.20,0.03,0.00,N,O,1996-06-01,1996-04-01,1996-06-09,"DELIVER IN PERSON",FOB,"into beans "
2404547,395,5396,3,30.00,38861.70,0.04,0.06,N,O,1996-05-30,1996-04-09,1996-06-20,"COLLECT COD",FOB,"gifts wake slyly around the qu"
2404548,28214,3219,1,42.00,47972.82,0.09,0.03,R,F,1992-09-12,1992-09-11,1992-09-14,NONE,SHIP,"sts print: bold dependencies "
2404548,192598,5118,2,28.00,47336.52,0.00,0.05,A,F,1992-08-26,1992-10-17,1992-09-06,NONE,"REG AIR","gle ironically fluffily ironic f"
2404548,189438,1957,3,4.00,6109.72,0.08,0.05,A,F,1992-09-18,1992-10-01,1992-09-24,"DELIVER IN PERSON",FOB," even pains nag slyly blithe"
2404548,75439,454,4,49.00,69307.07,0.08,0.03,R,F,1992-08-09,1992-10-19,1992-09-06,"DELIVER IN PERSON",AIR,"ns haggle furiously b"
2404548,88542,3559,5,7.00,10713.78,0.04,0.05,R,F,1992-09-07,1992-08-29,1992-09-27,"DELIVER IN PERSON",RAIL,"n excuses. furiously pendin"
2404548,122832,5345,6,43.00,79757.69,0.01,0.00,R,F,1992-08-14,1992-08-31,1992-08-24,"DELIVER IN PERSON",AIR,"ithely unusual dependencies"
2404549,123471,1008,1,50.00,74723.50,0.08,0.05,N,O,1996-02-01,1996-03-21,1996-02-05,"COLLECT COD",RAIL,"s haggle blit"
2404549,171251,3769,2,17.00,22478.25,0.07,0.06,N,O,1996-03-19,1996-03-26,1996-04-17,"COLLECT COD",RAIL,"ress blithely. blithely final ideas"
2404550,143896,8925,1,15.00,29098.35,0.10,0.01,N,O,1997-05-03,1997-04-11,1997-05-27,"COLLECT COD",MAIL,"nic foxes. blithely ironic accounts wak"
2404551,14151,6653,1,19.00,20237.85,0.10,0.02,N,O,1997-09-18,1997-07-31,1997-10-13,"DELIVER IN PERSON",AIR,"er pending packages wake. quickly express"
2404551,28173,3178,2,8.00,8809.36,0.10,0.03,N,O,1997-09-09,1997-07-31,1997-09-22,"TAKE BACK RETURN","REG AIR","y even accounts. carefully unusual "
2404551,93132,8151,3,5.00,5625.65,0.00,0.05,N,O,1997-08-30,1997-07-04,1997-09-04,"COLLECT COD",FOB,"ronic, regular platelets sleep"
2404551,62698,7711,4,4.00,6642.76,0.05,0.03,N,O,1997-09-03,1997-06-27,1997-09-14,"COLLECT COD",RAIL,"side of the final "
2404551,160978,3495,5,34.00,69324.98,0.05,0.04,N,O,1997-07-13,1997-07-20,1997-08-10,"DELIVER IN PERSON",RAIL,"sits breach ruthle"
2404551,150302,2818,6,4.00,5409.20,0.02,0.08,N,O,1997-06-04,1997-08-03,1997-06-22,"DELIVER IN PERSON",RAIL,"ackages. unusual idea"
2404551,116522,4056,7,31.00,47694.12,0.06,0.07,N,O,1997-07-27,1997-08-15,1997-08-01,NONE,MAIL,"s. stealthily regu"
2404576,182568,2569,1,17.00,28059.52,0.06,0.03,N,O,1997-11-26,1998-02-06,1997-12-08,"COLLECT COD","REG AIR","ainst the unu"
2404576,4986,7487,2,23.00,43492.54,0.02,0.02,N,O,1997-11-30,1998-02-10,1997-12-25,"COLLECT COD",MAIL,"l accounts. furiously c"
2404576,194911,7431,3,16.00,32094.56,0.04,0.04,N,O,1998-03-24,1998-01-28,1998-04-11,"COLLECT COD",FOB,"iously ironic instructions. regular fo"
2404576,55670,8176,4,17.00,27636.39,0.04,0.08,N,O,1997-12-27,1998-01-30,1998-01-17,"COLLECT COD",MAIL,"ly even requests. re"
2404576,34085,4086,5,31.00,31591.48,0.01,0.02,N,O,1998-01-07,1998-01-29,1998-02-01,"COLLECT COD","REG AIR","uests haggle"
2404576,63851,3852,6,30.00,54445.50,0.06,0.03,N,O,1997-12-18,1998-01-04,1998-01-14,"TAKE BACK RETURN",RAIL," ironic deposits"
2404576,130812,813,7,33.00,60812.73,0.03,0.01,N,O,1997-12-05,1998-01-04,1997-12-13,"COLLECT COD",RAIL,"ly furious instructions haggl"
2404577,141378,3893,1,32.00,45419.84,0.02,0.08,A,F,1994-03-15,1994-02-28,1994-03-28,"TAKE BACK RETURN",SHIP,". even pearls print. patt"
2404577,130662,3176,2,18.00,30467.88,0.00,0.04,R,F,1994-02-12,1994-03-10,1994-03-01,"DELIVER IN PERSON",AIR,"lent dinos integrate carefu"
2404577,33321,831,3,21.00,26340.72,0.08,0.00,A,F,1994-04-03,1994-03-21,1994-04-27,"TAKE BACK RETURN",SHIP,"ly slyly fluff"
2404577,15383,7885,4,37.00,48040.06,0.06,0.07,R,F,1994-01-04,1994-03-17,1994-01-07,"TAKE BACK RETURN",AIR,"ealms! brave theodolites sleep da"
2404577,138317,3344,5,6.00,8131.86,0.05,0.00,A,F,1994-01-18,1994-02-13,1994-02-09,"DELIVER IN PERSON","REG AIR","te furiously above the slyly ir"
2404577,93347,875,6,28.00,37529.52,0.00,0.01,A,F,1994-04-06,1994-03-17,1994-04-17,"COLLECT COD",FOB,"leep. excu"
2404577,70775,776,7,9.00,15711.93,0.01,0.04,A,F,1994-01-13,1994-02-03,1994-02-05,NONE,SHIP,"the blithely "
2404578,106994,4525,1,38.00,76037.62,0.00,0.05,N,O,1997-09-25,1997-09-22,1997-09-29,"COLLECT COD",SHIP,"ages. regular packages are aft"
2404578,40156,5165,2,7.00,7673.05,0.02,0.00,N,O,1997-11-20,1997-10-15,1997-12-16,"DELIVER IN PERSON",TRUCK," carefully. blithely even foxes haggle qu"
2404578,90551,5570,3,47.00,72452.85,0.01,0.07,N,O,1997-09-08,1997-09-26,1997-09-30,NONE,AIR,"re slyly after the permanently expre"
2404579,138341,855,1,39.00,53794.26,0.03,0.03,A,F,1994-10-10,1994-11-24,1994-10-23,"DELIVER IN PERSON","REG AIR","final instr"
2404579,83150,3151,2,50.00,56657.50,0.01,0.07,A,F,1994-12-22,1994-11-04,1994-12-29,"TAKE BACK RETURN",AIR,"press hockey players affix caref"
2404579,94466,4467,3,49.00,71562.54,0.10,0.03,R,F,1994-12-14,1994-10-08,1994-12-25,NONE,AIR,"asymptotes run slyly across t"
2404579,87913,5438,4,14.00,26612.74,0.02,0.01,A,F,1994-12-20,1994-10-04,1995-01-01,"TAKE BACK RETURN",FOB,"final accounts try to sl"
2404580,84828,4829,1,35.00,63448.70,0.09,0.06,N,O,1998-07-11,1998-06-30,1998-07-13,NONE,FOB,"ress packages. fi"
2404580,95107,2635,2,44.00,48492.40,0.00,0.03,N,O,1998-07-18,1998-05-12,1998-07-23,"COLLECT COD",AIR,"e. regular, final reque"
2404580,53170,8181,3,20.00,22463.40,0.04,0.02,N,O,1998-04-23,1998-06-01,1998-05-18,"COLLECT COD",AIR,"l packages. blithely regular theo"
2404580,26593,9096,4,43.00,65342.37,0.09,0.03,N,O,1998-06-05,1998-05-20,1998-07-01,"TAKE BACK RETURN",RAIL,"old accounts. Tiresias cajole f"
2404580,141022,1023,5,47.00,49961.94,0.03,0.08,N,O,1998-07-28,1998-06-13,1998-08-14,"TAKE BACK RETURN",SHIP,"deposits cajole fluffily. blithe"
2404581,64452,4453,1,38.00,53825.10,0.01,0.01,R,F,1993-04-27,1993-06-04,1993-05-08,NONE,"REG AIR","t the furiously sly frets. ca"
2404581,40264,2769,2,13.00,15655.38,0.10,0.02,A,F,1993-05-31,1993-05-06,1993-06-09,"COLLECT COD","REG AIR","special sentiments: carefully p"
2404581,112157,2158,3,28.00,32736.20,0.05,0.03,A,F,1993-06-10,1993-05-01,1993-06-15,"TAKE BACK RETURN",MAIL,"ly even packages! carefully "
2404581,19511,7015,4,14.00,20027.14,0.08,0.03,R,F,1993-05-02,1993-06-17,1993-05-31,"DELIVER IN PERSON",TRUCK,"refully final accounts. packages haggle ab"
2404581,114049,1583,5,41.00,43584.64,0.10,0.02,R,F,1993-05-23,1993-05-17,1993-06-02,"COLLECT COD",AIR,"ect alongside of the furiously ironic "
2404581,6438,8939,6,2.00,2688.86,0.02,0.08,A,F,1993-07-25,1993-06-07,1993-08-15,NONE,AIR,"requests. b"
2404582,14461,4462,1,47.00,64646.62,0.08,0.04,R,F,1993-02-05,1993-01-21,1993-02-12,"TAKE BACK RETURN",SHIP," quickly regular deposits sleep blithely p"
2404582,30481,7991,2,2.00,2822.96,0.02,0.04,R,F,1992-11-08,1992-12-21,1992-11-10,"DELIVER IN PERSON",MAIL,"y across the"
2404582,86593,6594,3,2.00,3159.18,0.00,0.01,R,F,1993-02-14,1992-12-02,1993-03-15,"DELIVER IN PERSON",SHIP,"about the bold accounts. furi"
2404582,156683,1714,4,46.00,80025.28,0.10,0.07,A,F,1992-12-27,1993-01-10,1993-01-06,"COLLECT COD",SHIP,"rate after the slyly ironic platel"
2404582,166880,4429,5,23.00,44778.24,0.07,0.01,A,F,1993-01-12,1992-12-14,1993-01-19,"COLLECT COD",AIR,"dencies. slyly unusual packages amon"
2404582,137625,139,6,37.00,61516.94,0.05,0.02,R,F,1992-12-18,1992-12-21,1992-12-23,NONE,RAIL,"es print. fluf"
2404582,59646,2152,7,26.00,41746.64,0.07,0.00,R,F,1993-02-04,1993-01-01,1993-02-23,NONE,"REG AIR","lar foxes boost fluffily ins"
2404583,63452,971,1,13.00,18400.85,0.02,0.02,N,O,1997-03-15,1997-03-12,1997-03-27,"DELIVER IN PERSON",SHIP,"ic deposits sleep slyly around the"
2404608,155656,3202,1,7.00,11981.55,0.02,0.05,N,O,1997-06-23,1997-06-09,1997-07-19,"TAKE BACK RETURN",MAIL,"s are. carefully ironi"
2404609,63500,6007,1,26.00,38051.00,0.02,0.02,N,O,1998-07-01,1998-08-27,1998-07-09,"COLLECT COD",AIR," platelets. ironic packages "
2404609,38362,3369,2,6.00,7802.16,0.06,0.02,N,O,1998-07-09,1998-08-07,1998-07-11,NONE,RAIL," slyly bold requests doubt furiously p"
2404609,135298,325,3,4.00,5333.16,0.09,0.00,N,O,1998-07-09,1998-08-03,1998-07-31,"DELIVER IN PERSON","REG AIR","deposits sublate quickly"
2404609,150398,399,4,8.00,11587.12,0.00,0.02,N,O,1998-07-20,1998-07-07,1998-08-19,"COLLECT COD",TRUCK," slyly even "
2404609,124946,9971,5,44.00,86721.36,0.06,0.02,N,O,1998-06-15,1998-08-31,1998-06-27,"COLLECT COD",AIR,"ckly. quickly even accounts alo"
2404609,160637,8186,6,18.00,30557.34,0.03,0.02,N,O,1998-08-22,1998-07-12,1998-09-06,NONE,MAIL,"ss deposits wake blithely against the "
2404610,142933,476,1,3.00,5927.79,0.04,0.04,N,O,1997-03-15,1997-02-24,1997-04-14,NONE,AIR,"counts are along "
2404610,62039,4546,2,10.00,10010.30,0.06,0.02,N,O,1997-02-13,1997-02-25,1997-02-23,"TAKE BACK RETURN",RAIL,"ans. furiously iron"
2404610,80929,930,3,16.00,30558.72,0.05,0.02,N,O,1997-03-12,1997-02-08,1997-04-10,"DELIVER IN PERSON",SHIP,"pinto beans poach express, final theodolit"
2404610,162881,430,4,43.00,83586.84,0.06,0.05,N,O,1997-04-25,1997-03-13,1997-05-24,"DELIVER IN PERSON",RAIL,"eas cajole before the furiously "
2404610,126915,4452,5,39.00,75734.49,0.06,0.01,N,O,1997-03-29,1997-03-16,1997-04-10,"COLLECT COD","REG AIR","sual deposits mold aft"
2404611,49173,6686,1,38.00,42642.46,0.04,0.02,R,F,1992-07-27,1992-07-05,1992-07-28,"TAKE BACK RETURN","REG AIR"," alongside of the finally brave gifts "
2404611,40023,7536,2,12.00,11556.24,0.07,0.03,R,F,1992-08-19,1992-08-10,1992-08-27,"COLLECT COD",FOB,"ess requests use blithely blith"
2404611,51879,1880,3,22.00,40279.14,0.06,0.01,R,F,1992-07-14,1992-06-30,1992-08-10,"DELIVER IN PERSON",AIR,"es doze idly. express accounts cajol"
2404611,125326,351,4,25.00,33783.00,0.00,0.00,R,F,1992-09-12,1992-06-16,1992-09-14,NONE,"REG AIR","thrash blithely above th"
2404611,153163,3164,5,30.00,36484.80,0.02,0.03,A,F,1992-06-24,1992-06-19,1992-07-18,"DELIVER IN PERSON",RAIL,"ss the regular packages. ironic dugouts h"
2404611,194707,2265,6,48.00,86481.60,0.08,0.04,R,F,1992-07-05,1992-08-04,1992-07-16,"TAKE BACK RETURN",SHIP,"ns cajole. ironically final packages a"
2404611,31985,9495,7,32.00,61343.36,0.08,0.05,R,F,1992-07-18,1992-07-08,1992-08-02,NONE,AIR,"o beans sleep carefull"
2404612,170973,3491,1,9.00,18395.73,0.05,0.02,A,F,1994-02-15,1994-02-02,1994-02-16,"TAKE BACK RETURN",MAIL,"sual foxes wake across the care"
2404612,137630,7631,2,18.00,30017.34,0.01,0.06,A,F,1994-04-11,1994-02-20,1994-05-03,"DELIVER IN PERSON",RAIL,"ly. furiously spec"
2404612,137351,2378,3,11.00,15271.85,0.05,0.06,A,F,1994-04-05,1994-03-01,1994-04-15,"TAKE BACK RETURN",SHIP,"ainst the speci"
2404612,49536,2041,4,23.00,34167.19,0.04,0.01,A,F,1994-01-06,1994-01-22,1994-02-01,"COLLECT COD",FOB,"n about the bold, regular instruct"
2404612,139807,2321,5,2.00,3693.60,0.10,0.02,R,F,1994-04-11,1994-02-28,1994-04-21,"DELIVER IN PERSON",FOB,"unts. slyly even packag"
2404612,130735,5762,6,21.00,37080.33,0.10,0.08,R,F,1994-02-27,1994-02-22,1994-03-01,"TAKE BACK RETURN",FOB," carefully express p"
2404613,129102,1615,1,8.00,9048.80,0.06,0.01,N,O,1996-10-25,1996-11-05,1996-11-15,"DELIVER IN PERSON",SHIP,". furiously pending"
2404613,12553,7556,2,48.00,70346.40,0.02,0.01,N,O,1996-09-28,1996-11-15,1996-10-01,"COLLECT COD",FOB,"d cajole slyly careful"
