O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
3024294,23887,O,104973.61,1998-03-29,1-URGENT,"Clerk#000000361",0,"fully regular packages are slyly quic"
3024295,47426,O,203263.71,1996-09-14,1-URGENT,"Clerk#000000335",0,"e regular packages. ironic accounts cajole carefully. sauterne"
3024320,138490,F,181240.49,1993-09-10,1-URGENT,"Clerk#000000245",0,"ending pinto beans nag flu"
3024321,47110,F,180305.64,1995-02-17,5-LOW,"Clerk#000000544",0,"ully bold foxes. theodolites according to t"
3024322,45815,F,238517.66,1993-05-25,5-LOW,"Clerk#000000778",0,"ent deposits nag blithely above the final, unusual packages. special, final as"
3024323,47110,O,187322.17,1995-10-02,3-MEDIUM,"Clerk#000000240",0,"ages wake alongside of the slyly express ideas. careful"
3024324,69256,F,419698.80,1994-12-15,3-MEDIUM,"Clerk#000000336",0,"es. furiously ironic courts cajole carefully within the regu"
3024325,109363,O,341193.74,1995-06-29,3-MEDIUM,"Clerk#000000397",0," regular instructions haggle furio"
3024326,94975,F,60840.57,1993-12-06,1-URGENT,"Clerk#000000221",0,"eodolites sleep. furio"
3024327,89440,F,104241.44,1995-01-30,"4-NOT SPECIFIED","Clerk#000000589",0,"uctions integrate above the acco"
3024352,59491,O,44320.01,1996-03-28,3-MEDIUM,"Clerk#000000585",0,"nts wake. ironic, ironic accounts would are fluffily "
3024353,83152,F,192735.37,1994-10-23,5-LOW,"Clerk#000000704",0," carefully bold accounts boo"
3024354,110467,O,280873.96,1997-07-05,1-URGENT,"Clerk#000000121",0," furiously bold gifts nag. carefully final packages "
3024355,66922,F,267266.98,1993-02-17,5-LOW,"Clerk#000000698",0,"lites about the quickly bold instructions use along the "
3024356,37168,F,101658.56,1995-02-22,1-URGENT,"Clerk#000000165",0,"ily even foxes along the slyly bold multipliers sleep quickly along th"
3024357,68879,O,103367.93,1995-10-14,5-LOW,"Clerk#000000711",0,"ely ruthless foxes cajole care"
3024358,95065,O,130314.34,1995-11-16,2-HIGH,"Clerk#000000421",0,"e the theodolites sleep quickly quietly ironic accounts. ironic depen"
3024359,96884,F,248248.32,1992-02-12,2-HIGH,"Clerk#000000868",0,"cial packages hang according to"
3024384,77825,O,127924.75,1997-06-05,1-URGENT,"Clerk#000000123",0,"ke requests. furiously special wartho"
3024385,142084,O,55848.71,1996-04-18,"4-NOT SPECIFIED","Clerk#000000370",0,"ide of the furiously regular theodolites-- quickly ironic instr"
3024386,148096,O,117607.84,1995-10-03,5-LOW,"Clerk#000000920",0,"equests. blithely bold requests are furiously after the quickly"
3024387,70648,F,96103.17,1992-11-02,1-URGENT,"Clerk#000000983",0,"riously. carefully bold accounts are. final plate"
3024388,124058,F,173068.31,1994-07-05,"4-NOT SPECIFIED","Clerk#000000951",0,"d, regular instructions. bold, regular requests na"
3024389,27101,F,9265.58,1992-01-25,"4-NOT SPECIFIED","Clerk#000000605",0,"ally. pending pinto beans detect. regular theodol"
3024390,73102,O,277486.27,1996-08-05,"4-NOT SPECIFIED","Clerk#000000314",0,"fully ironic instru"
3024391,122944,O,210547.69,1998-03-10,2-HIGH,"Clerk#000000128",0,"packages haggle blithely by the final theodolites. slyly "
3024416,64471,F,118471.72,1994-07-13,5-LOW,"Clerk#000000058",0,"te carefully. evenly special accounts "
3024417,91556,O,70245.16,1995-10-28,1-URGENT,"Clerk#000000324",0,"s integrate carefully. carefully regular pinto beans boost "
3024418,78964,F,268779.82,1993-09-05,1-URGENT,"Clerk#000000360",0,"y pending excuses cajole tithes. quickly even warhorses use at "
3024419,95380,F,131602.46,1992-01-16,5-LOW,"Clerk#000000437",0,"ounts. deposits sleep "
3024420,141110,O,126140.79,1996-08-25,3-MEDIUM,"Clerk#000000102",0,"are fluffily final packages. ruthlessly express depos"
3024421,123415,F,117953.69,1994-02-22,3-MEDIUM,"Clerk#000000492",0,"s use carefully bold packages. fina"
3024422,30556,F,84013.32,1993-07-13,1-URGENT,"Clerk#000000329",0,"s cajole carefully unusual, iro"
3024423,93403,F,130723.27,1994-10-07,5-LOW,"Clerk#000000378",0,"onic requests. carefully special"
3024448,69430,P,256842.87,1995-05-03,5-LOW,"Clerk#000000565",0,"kages: pending warhorses detect blithely fluffily"
3024449,44293,O,265667.19,1998-03-09,2-HIGH,"Clerk#000000606",0,"haggle fluffily whithout the carefully iro"
3024450,125833,F,170753.59,1994-07-06,1-URGENT,"Clerk#000000636",0," ideas. furiously pending instructions are. silent packa"
3024451,15532,F,226105.20,1993-06-15,"4-NOT SPECIFIED","Clerk#000000781",0,"aphs cajole quickly pending packages-- final packages haggle furiousl"
3024452,35672,O,76977.31,1997-01-17,"4-NOT SPECIFIED","Clerk#000000677",0,"iers use slyly. requests are accord"
3024453,124124,O,17354.64,1998-03-06,"4-NOT SPECIFIED","Clerk#000000841",0,"ckly. requests nag quickly even excuses. special, pending requests haggle."
3024454,87721,O,201194.36,1998-05-19,3-MEDIUM,"Clerk#000000270",0," theodolites integrate furiously ironic"
3024455,102043,O,32197.44,1998-04-11,3-MEDIUM,"Clerk#000000839",0,"al foxes. sly ideas cajole furiously"
3024480,71863,O,58346.99,1996-01-29,2-HIGH,"Clerk#000000166",0,"ccounts wake blithely above the even accounts. quickly regul"
3024481,139270,F,76767.14,1993-10-04,"4-NOT SPECIFIED","Clerk#000000236",0,"s sleep furiously. gifts nag above "
3024482,78385,O,220113.05,1998-02-12,5-LOW,"Clerk#000000855",0,"hely along the requests. bold, express dolphins against the regular, pendi"
3024483,96854,O,303431.05,1998-01-08,"4-NOT SPECIFIED","Clerk#000000568",0,"y even packages are slyly about the furious"
3024484,22199,F,10863.23,1993-03-13,5-LOW,"Clerk#000000902",0,"s-- furiously pendin"
3024485,34090,F,313139.01,1994-12-21,5-LOW,"Clerk#000000887",0,"l accounts. furiously slow foxes cajole quickly. slowly regular fra"
3024486,76232,O,32664.76,1996-05-03,"4-NOT SPECIFIED","Clerk#000000230",0,"c dependencies mold fluffily. packages use b"
3024487,72484,F,73237.68,1992-10-21,1-URGENT,"Clerk#000000281",0,"thely special packages. ca"
3024512,56939,O,24004.45,1996-01-16,"4-NOT SPECIFIED","Clerk#000000208",0," express, special accounts. furiously unu"
3024513,120337,F,82398.90,1994-11-02,3-MEDIUM,"Clerk#000000308",0,"lar packages. bold instructions around the carefu"
3024514,34502,O,220289.41,1997-04-16,5-LOW,"Clerk#000000677",0," about the even packages. blithely ruthless courts sle"
3024515,112423,F,50261.40,1995-01-20,1-URGENT,"Clerk#000000991",0,"ke furiously above the carefully even excuses. ironic depos"
3024516,64489,F,97465.31,1992-09-09,3-MEDIUM,"Clerk#000000396",0,"kages. ironic packages sleep furiousl"
3024517,86402,F,55736.07,1993-03-17,2-HIGH,"Clerk#000000010",0,"the furious packages. instructions wake quickly across the"
3024518,4672,O,189760.53,1996-04-03,3-MEDIUM,"Clerk#000000490",0,"eep slyly according to the furiously fluffy grouc"
3024519,66925,O,179748.33,1998-04-14,1-URGENT,"Clerk#000000583",0,"ts cajole slyly blithely unusual theodolites. b"
3024544,100990,O,83777.80,1997-06-08,"4-NOT SPECIFIED","Clerk#000000347",0,"ites are fluffily furiously pending deposits-- f"
3024545,76657,P,25024.59,1995-04-02,"4-NOT SPECIFIED","Clerk#000000219",0,"y ironic asymptotes according to the silent requests haggle slyly among the "
3024546,17566,F,34645.76,1992-10-18,"4-NOT SPECIFIED","Clerk#000000510",0," of the furiously final packages print above the regular "
3024547,24049,O,231079.21,1997-06-16,1-URGENT,"Clerk#000000496",0,". silently special excuses c"
3024548,61454,O,22324.13,1997-06-15,1-URGENT,"Clerk#000000476",0,"s! carefully bold asymptotes haggle car"
3024549,99509,O,211060.87,1996-05-23,2-HIGH,"Clerk#000000659",0,"s are carefully regular ac"
3024550,85180,O,169856.17,1996-09-14,2-HIGH,"Clerk#000000926",0,"bold ideas cajole slyly among the "
3024551,142699,O,86588.14,1996-03-14,3-MEDIUM,"Clerk#000000813",0,"ously regular dolphins try to nag among the regularly regular "
3024576,116423,F,70741.81,1994-04-21,"4-NOT SPECIFIED","Clerk#000000675",0," requests. blithely even orbits are bold package"
3024577,113995,F,113239.51,1992-05-28,1-URGENT,"Clerk#000000154",0,"c ideas snooze entici"
3024578,86669,O,108413.00,1996-10-20,"4-NOT SPECIFIED","Clerk#000000093",0,"fully ironic courts wake slowly across the b"
3024579,133604,O,71471.28,1995-05-18,5-LOW,"Clerk#000000359",0,"lyly even theodolites sleep ca"
3024580,129127,F,44736.64,1994-07-07,"4-NOT SPECIFIED","Clerk#000000947",0,"l excuses-- slyly final theodolites use slyly."
3024581,18475,O,212975.72,1998-03-02,3-MEDIUM,"Clerk#000000649",0,"e bold, regular accounts are around the careful"
3024582,145234,F,138429.03,1994-05-22,3-MEDIUM,"Clerk#000000310",0,"he express warthogs. slyly final requests against the reg"
3024583,118031,O,130778.14,1997-08-19,5-LOW,"Clerk#000000592",0,"requests cajole boldly bold accounts. blithely"
3024608,146551,F,274075.15,1995-01-18,5-LOW,"Clerk#000000129",0,"kages wake. regular, regular foxes sleep quickl"
3024609,50200,F,264262.40,1995-03-10,2-HIGH,"Clerk#000000898",0," slyly. slyly expres"
3024610,89335,O,327771.50,1998-07-25,3-MEDIUM,"Clerk#000000037",0,"al requests: fluffily iro"
3024611,75140,F,7750.51,1994-02-06,3-MEDIUM,"Clerk#000000498",0,"he carefully express packages. blithely pending deposits wake qui"
3024612,13180,F,20648.21,1993-02-09,5-LOW,"Clerk#000000447",0,"y pending courts. final requests nag blithely along t"
3024613,104069,F,127156.83,1993-08-09,1-URGENT,"Clerk#000000900",0," courts thrash. carefully e"
3024614,83111,F,162428.19,1992-09-18,5-LOW,"Clerk#000000722",0,"uiet deposits haggle "
3024615,42538,O,36155.92,1997-01-22,1-URGENT,"Clerk#000000655",0,"ar deposits grow quickly according"
3024640,15122,F,81264.24,1994-07-19,5-LOW,"Clerk#000000086",0,"g the quickly even requests. carefully regular hockey players pla"
3024641,46573,O,63402.30,1998-02-08,"4-NOT SPECIFIED","Clerk#000000615",0,"t even ideas. furiously regular ideas haggle slyly according to "
3024642,38413,F,205465.58,1992-06-12,3-MEDIUM,"Clerk#000000399",0,"d packages. furiously final dependencies at the furiously ironic accounts"
3024643,147700,O,131498.95,1996-07-22,1-URGENT,"Clerk#000000373",0,"jole above the blithely silent accounts. final"
3024644,42619,F,121984.07,1995-01-15,"4-NOT SPECIFIED","Clerk#000000789",0,"ests. final, special packages print! furiously special pinto beans above "
3024645,23269,F,210238.70,1993-10-10,"4-NOT SPECIFIED","Clerk#000000435",0," quickly unusual asymptotes boost along th"
3024646,17177,F,193698.13,1993-05-15,2-HIGH,"Clerk#000000040",0,"its. ironic, pending packages nag quickly even d"
3024647,81319,F,67855.29,1994-10-29,3-MEDIUM,"Clerk#000000905",0,"ic accounts haggle slyly among the ironic deposits. busily regular t"
3024672,60749,O,52161.74,1996-02-15,3-MEDIUM,"Clerk#000000601",0,"e regular pains are after the furiously final theodolites. furiously sp"
3024673,95332,F,160138.18,1994-03-07,5-LOW,"Clerk#000000305",0,"ly careful packages. s"
3024674,89980,O,154075.71,1995-10-20,5-LOW,"Clerk#000000339",0," dependencies across the furiously regular packages e"
3024675,140539,O,120477.27,1997-04-04,1-URGENT,"Clerk#000000499",0,"en accounts. close accounts are. furiously eve"
3024676,116302,O,53382.97,1995-12-05,5-LOW,"Clerk#000000378",0,"es are fluffily quickly regular dec"
3024677,8747,F,193236.60,1995-01-04,5-LOW,"Clerk#000000702",0,"sits integrate carefully. quickly final pinto beans hang bravely slyly "
3024678,146621,O,53411.02,1996-10-17,3-MEDIUM,"Clerk#000000569",0,"nusual theodolites mold carefully around "
3024679,57947,O,241063.55,1997-09-23,5-LOW,"Clerk#000000333",0,"ss the slyly special packages. even, unusual packages haggle after the car"
3024704,104840,F,225139.84,1994-01-20,3-MEDIUM,"Clerk#000000987",0,"packages eat furiously special excuses. pac"
3024705,138349,F,76770.13,1994-03-24,2-HIGH,"Clerk#000000275",0,"ly. unusual theodolites are. quickly even pinto beans kindle carefully? "
3024706,69575,O,21978.38,1997-02-06,3-MEDIUM,"Clerk#000000459",0,"s. ironically final requests mainta"
3024707,95420,O,141164.70,1998-07-09,3-MEDIUM,"Clerk#000000066",0,"wake quickly even re"
3024708,72088,O,243018.70,1996-09-11,3-MEDIUM,"Clerk#000000563",0," requests about the wartho"
3024709,11861,O,34761.86,1995-12-24,"4-NOT SPECIFIED","Clerk#000000582",0,"ts. ironic deposits cajole blithely! ruth"
3024710,140783,F,185066.07,1994-10-05,"4-NOT SPECIFIED","Clerk#000000398",0,"fully even requests sleep above the regular platelets: quickly "
3024711,39505,F,98372.21,1992-10-13,3-MEDIUM,"Clerk#000000464",0," pinto beans against the even, final accounts wake fluffily ab"
3024736,43057,F,212408.73,1993-03-24,3-MEDIUM,"Clerk#000000431",0," theodolites. ironic, bold ideas nag slyly besides "
3024737,25420,F,141182.25,1993-01-29,3-MEDIUM,"Clerk#000000510",0,"l accounts whithout th"
3024738,8470,P,245833.70,1995-03-14,2-HIGH,"Clerk#000000995",0," beans are furiously furiously iro"
3024739,125809,O,416573.77,1995-10-06,"4-NOT SPECIFIED","Clerk#000000225",0,"ully pending pinto beans affix silent, even ideas. furiously unusual re"
3024740,57487,O,84146.19,1998-07-05,5-LOW,"Clerk#000000793",0," instructions? blithely even foxes print a"
3024741,10550,O,129354.61,1995-05-31,5-LOW,"Clerk#000000694",0,"s. carefully unusual"
3024742,2759,O,16159.32,1997-07-09,1-URGENT,"Clerk#000000907",0,"grate slyly bold theodo"
3024743,8197,F,88440.63,1992-07-02,"4-NOT SPECIFIED","Clerk#000000466",0,"quickly ironic deposits. slyly pending requests sleep quickly amon"
3024768,56755,O,266105.79,1996-10-12,5-LOW,"Clerk#000000842",0,"n, unusual requests engage blithely. stea"
3024769,31078,F,148346.06,1992-12-24,"4-NOT SPECIFIED","Clerk#000000673",0,"requests grow special, final foxes. blithely ironic asymptotes engage furi"
3024770,10000,F,40711.50,1992-10-21,2-HIGH,"Clerk#000000675",0,"eodolites are blithely even pa"
3024771,54982,F,156917.52,1994-10-14,1-URGENT,"Clerk#000000998",0,"s cajole fluffily platelets. ironically unusual d"
3024772,66355,O,270083.94,1998-01-22,5-LOW,"Clerk#000000988",0,"ts eat according to the carefully final ideas. slyly express asymptotes wake."
3024773,108275,O,65462.76,1995-07-18,3-MEDIUM,"Clerk#000000474",0,"nding accounts. dependencies"
3024774,121225,F,110005.20,1993-11-01,"4-NOT SPECIFIED","Clerk#000000252",0,"s. bold multipliers bo"
3024775,109018,F,158131.93,1992-01-19,"4-NOT SPECIFIED","Clerk#000000743",0," pending foxes sleep fluffily excuses. final, bold deposits about"
3024800,132943,F,162076.32,1993-08-30,5-LOW,"Clerk#000000165",0,"s since the fluffily special instruction"
3024801,110441,O,7023.11,1997-09-03,1-URGENT,"Clerk#000000985",0,"the regular theodolites wake blithely regular packages. bold, iron"
3024802,75032,F,166486.27,1992-06-25,2-HIGH,"Clerk#000000158",0,"re after the carefully regular requests. sil"
3024803,146612,O,34842.85,1998-05-13,3-MEDIUM,"Clerk#000000228",0,"counts along the quickly busy platelets believe carefully "
3024804,45640,O,70616.07,1998-08-02,5-LOW,"Clerk#000000943",0,"fully bold forges wake slyly. "
3024805,101845,F,91236.12,1992-10-05,5-LOW,"Clerk#000000818",0,"slyly even packages sleep quickly accounts. fluffily pending ideas w"
3024806,29594,F,177037.63,1993-06-25,2-HIGH,"Clerk#000000888",0," poach. slyly final theodolites affix careful"
3024807,130882,O,161402.99,1998-06-01,2-HIGH,"Clerk#000000786",0,"osits impress blithely bold pinto beans. express, silent platelets boost furi"
3024832,125429,F,279224.81,1994-01-19,1-URGENT,"Clerk#000000737",0,"ic courts after the ironic, ironic instruction"
3024833,126055,F,231424.44,1992-03-02,2-HIGH,"Clerk#000000301",0,"ly quiet requests. regular theodolites nag blithel"
3024834,124735,O,143865.35,1997-06-06,5-LOW,"Clerk#000000641",0,"l accounts across th"
3024835,20909,O,329393.75,1996-03-01,5-LOW,"Clerk#000000576",0,"unts. packages integrate. quickly bold accounts are"
3024836,117028,O,42525.74,1997-11-07,2-HIGH,"Clerk#000000518",0,"bold pinto beans. furiously special escapades are quickly alongside"
3024837,67699,O,4856.92,1998-04-18,"4-NOT SPECIFIED","Clerk#000000899",0,"st the slyly regular sauternes-- close warhorses nag besides the thin i"
3024838,48410,F,197370.36,1993-05-14,"4-NOT SPECIFIED","Clerk#000000091",0,"the carefully bold pinto bean"
3024839,16066,O,304504.74,1997-04-25,2-HIGH,"Clerk#000000592",0,"al packages sleep furiously! bravely final ideas sleep against the"
3024864,9430,F,60416.92,1994-04-29,5-LOW,"Clerk#000000706",0,"tions boost slyly accord"
3024865,82043,F,191789.78,1994-12-07,1-URGENT,"Clerk#000000008",0,"express instructions cajole slyly car"
3024866,93758,P,150671.05,1995-03-19,"4-NOT SPECIFIED","Clerk#000000045",0,"ual foxes. quickly express pinto beans sleep blithely abou"
3024867,38815,O,42434.26,1996-07-02,2-HIGH,"Clerk#000000584",0," about the even, silent theodolites; final reques"
3024868,143138,F,151171.94,1994-11-26,3-MEDIUM,"Clerk#000000746",0," accounts. asymptotes alongside of the furiously unusual instructions are fu"
3024869,7537,F,433131.26,1994-09-29,5-LOW,"Clerk#000000394",0,"use above the deposits. requests above the blithely bold asympto"
3024870,46433,O,126531.37,1995-12-14,2-HIGH,"Clerk#000000525",0,"deposits. regular instructions affix idly. quickly final ideas hinder furio"
3024871,98915,O,197306.29,1996-01-19,2-HIGH,"Clerk#000000073",0,"ost carefully across the blithely special requests. a"
3024896,1226,F,178053.90,1993-04-17,1-URGENT,"Clerk#000000666",0,"blithely regular requests. express, pending accounts about the silently final "
3024897,46120,O,40949.46,1998-01-02,2-HIGH,"Clerk#000000555",0,"cies at the special accounts are slyly q"
3024898,86719,O,153264.87,1998-06-04,"4-NOT SPECIFIED","Clerk#000000250",0," requests snooze express multipliers. furiously reg"
3024899,67457,F,155346.95,1993-01-23,1-URGENT,"Clerk#000000875",0,"le along the special accounts. accounts sleep "
3024900,34649,O,77655.18,1998-05-23,3-MEDIUM,"Clerk#000000308",0,"es. furiously regular excuses after the blithely express reques"
3024901,44143,O,256516.22,1995-08-20,2-HIGH,"Clerk#000000211",0,"lphins among the slyly final dependencies wake blithely according to th"
3024902,141956,O,86903.31,1996-06-27,3-MEDIUM,"Clerk#000000783",0,"ld platelets detect carefully around the carefully s"
